,release_date,MovieSuccessLevel,director_pop,ActorsAvg,_is_G,_is_Not Rated,_is_PG,_is_PG-13,_is_R,_is_Action,_is_Adventure,_is_Black Comedy,_is_Comedy,_is_Concert/Performance,_is_Documentary,_is_Drama,_is_Horror,_is_Musical,_is_Romantic Comedy,_is_Thriller/Suspense,_is_Western,IsAnimation
31,1997.536986,B,1.52,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,1993.290411,D,2.461,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2006.342466,S,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1999.249315,C,3.76,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2006.342466,C,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1993.0753424999998,C,1.2925,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37,1994.326027,B,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2000.882192,B,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1993.0753424999998,A,3.7720000000000002,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,2006.342466,D,1.2925,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2006.342466,A,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2004.605479,B,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2003.120548,C,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1993.0753424999998,D,1.4,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1993.0753424999998,D,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46,1998.331507,C,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2003.183562,B,2.069,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48,1993.0753424999998,B,1.2925,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
49,2006.342466,A,3.253,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1997.893151,B,2.115,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,2006.073973,D,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1993.0753424999998,C,1.296,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,1997.084932,D,2.841,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1993.0753424999998,A,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55,1993.0753424999998,B,1.62,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1993.0753424999998,C,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1999.49863,C,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2006.342466,B,3.161,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1994.534247,B,1.535,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60,1993.0753424999998,C,2.131,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61,1993.0753424999998,D,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1993.0753424999998,B,3.7720000000000002,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1993.0753424999998,B,2.835,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64,2006.342466,A,3.603,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1994.720548,C,2.799,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2006.342466,C,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2006.342466,B,1.565,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2002.956164,D,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,1998.972603,B,1.948,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1993.0753424999998,C,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1993.0753424999998,B,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2006.342466,B,2.63,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1995.775342,D,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2006.342466,D,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1993.742466,B,3.603,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
76,2006.342466,B,1.478,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1993.0753424999998,C,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,2006.342466,B,3.7720000000000002,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1999.835616,C,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1994.646575,C,1.4,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81,1996.430137,A,1.411,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1993.0753424999998,C,2.235,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2006.342466,B,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1995.605479,C,1.62,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1993.0753424999998,C,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2006.342466,D,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2006.342466,C,3.314126411,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2006.342466,B,1.2925,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2003.410959,S,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1993.0753424999998,D,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2006.342466,C,1.688,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2001.39726,A,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2006.342466,A,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1994.627397,C,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1997.315068,C,1.2925,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
96,1993.0753424999998,D,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1996.6,B,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2006.342466,A,2.265,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,2006.342466,D,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1996.145205,D,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2002.731507,D,2.286,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,1993.0753424999998,C,2.183,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2003.334247,C,1.2925,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104,1998.156164,D,3.026,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105,2001.490411,C,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1993.0753424999998,B,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107,2006.342466,B,1.615,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108,1993.0753424999998,B,3.7720000000000002,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109,1993.0753424999998,A,3.7720000000000002,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110,2006.342466,D,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,2006.342466,B,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1993.0753424999998,B,2.833,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1995.983562,B,3.184,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1993.0753424999998,C,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1996.939726,B,2.076,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,1993.0753424999998,D,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1993.0753424999998,D,1.4,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118,2004.136986,C,2.624,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119,2004.454795,C,3.7720000000000002,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1993.0753424999998,C,2.801,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1995.882192,A,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,2006.342466,B,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1996.413699,C,1.631,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
124,1994.287671,D,3.7720000000000002,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1996.087671,D,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,2006.342466,C,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1993.421918,C,2.183,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1995.569863,C,3.7720000000000002,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,2003.276712,C,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1993.0753424999998,D,1.2925,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
131,2006.342466,C,3.7720000000000002,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,1993.0753424999998,B,1.4,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1998.668493,D,1.982,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,2006.342466,C,1.2925,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
135,1993.0753424999998,C,3.7720000000000002,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1993.0753424999998,D,1.295,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
137,1995.964384,C,1.2925,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,2000.284932,C,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1997.276712,C,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1993.309589,C,2.396,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
141,2006.342466,B,3.314126411,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,1993.0753424999998,C,1.844,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1994.345205,C,1.2925,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1993.591781,D,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,2006.342466,D,2.196,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1993.0753424999998,C,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,2002.260274,D,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
148,2006.342466,D,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,2006.342466,C,2.885,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1994.175342,D,1.576,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
151,1999.931507,B,3.233,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
152,2003.786301,D,3.688,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,2001.753425,C,3.627,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
154,1995.775342,C,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1996.750685,C,1.2925,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
156,2006.342466,A,3.7720000000000002,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,1993.0753424999998,B,3.398,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1993.0753424999998,C,1.631,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,2006.342466,D,3.308,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1993.0753424999998,S,2.951,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1995.361644,B,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1996.843836,A,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1993.0753424999998,A,3.741,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,1999.556164,B,1.2925,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
165,2006.342466,C,3.314126411,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,2000.112329,B,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1995.128767,C,3.574,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
168,1993.0753424999998,B,3.7720000000000002,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
169,1993.0753424999998,D,1.38,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,2003.893151,B,2.269,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
171,2005.326027,C,3.7720000000000002,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
172,1993.0753424999998,B,1.531,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,2005.112329,C,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,2003.616438,B,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1993.0753424999998,C,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,1998.238356,D,1.2925,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
177,2006.342466,D,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1993.0753424999998,A,3.7720000000000002,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
179,2006.342466,D,1.836,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1993.0753424999998,D,2.833,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,1994.69589,C,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1995.30411,B,3.603,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2006.342466,B,2.069,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
184,2005.928767,A,3.314126411,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1999.421918,C,3.603,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,2006.342466,B,3.496,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,1997.635616,B,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,1993.0753424999998,C,1.564,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
189,1998.572603,B,3.765,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
190,2006.342466,D,2.332,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,2006.342466,B,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,2001.827397,A,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2002.134247,C,2.52,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,1993.0753424999998,D,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,2000.380822,A,1.2925,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,1998.934247,C,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1993.0753424999998,B,2.779,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
198,1999.649315,C,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,2006.342466,A,2.269,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,2006.128767,B,3.398,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,2006.342466,D,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,2006.342466,D,1.96,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,1993.0753424999998,C,1.2925,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
204,1998.764384,C,3.184,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
205,2006.342466,C,3.603,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,1993.0753424999998,C,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,1997.972603,C,2.358,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,1993.0753424999998,B,3.184,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
209,1995.230137,D,2.888,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2006.342466,A,2.596,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,1994.739726,D,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
212,1995.090411,D,1.553,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
213,1996.693151,D,2.407,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,1993.0753424999998,S,2.99,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,1993.405479,C,1.2925,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,2006.342466,B,3.496,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,2006.342466,B,1.615,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,1993.252055,C,1.724,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,1995.249315,D,3.745,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,2006.342466,A,1.2925,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,2005.572603,B,3.233,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,1999.873973,A,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1993.0753424999998,B,2.833,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,2000.736986,B,3.7720000000000002,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,2005.306849,C,1.646,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
226,1993.0753424999998,C,3.603,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,1993.0753424999998,C,1.4,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,2004.49863,D,1.2925,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,2006.342466,D,1.4,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
230,1999.780822,D,3.7720000000000002,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,2000.512329,B,3.603,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
232,2006.342466,B,2.904,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
